date,time,cum_ticks,open,high,low,close,cum_dollar_value,cum_buy_volume,cum_volume
2023-09-01,02:05:45.566,19562,1650.46,1650.47,1650.27,1650.28,101253.01095600001,13004.05620000008,13004.05620000008
2023-09-01,02:07:00.928,19705,1650.28,1650.28,1650.01,1650.02,100488.711066,13064.949400000078,13064.949400000078
2023-09-01,02:07:43.244,19771,1650.02,1650.08,1650.0,1650.08,100733.31867300002,13125.999400000084,13125.999400000084
2023-09-01,02:08:39.891,19866,1650.08,1650.47,1650.08,1650.47,134274.026658,13207.358200000086,13207.358200000086
2023-09-01,02:09:43.676,19951,1650.47,1650.47,1650.46,1650.47,192147.43834,13323.77810000009,13323.77810000009
2023-09-01,02:10:46.228,20092,1650.47,1650.63,1650.02,1650.08,104126.39813700001,13386.870700000096,13386.870700000096
2023-09-01,02:11:20.164,20182,1650.08,1650.56,1650.08,1650.21,135808.193015,13469.166900000095,13469.166900000095
2023-09-01,02:12:00.012,20245,1650.21,1650.21,1650.2,1650.21,100017.024486,13529.775700000093,13529.775700000093
2023-09-01,02:14:20.513,20497,1650.2,1650.21,1650.01,1650.02,101928.53551300004,13591.54970000009,13591.54970000009
2023-09-01,02:15:10.654,20590,1650.02,1650.02,1649.98,1649.98,100829.59082000001,13652.65810000009,13652.65810000009
2023-09-01,02:15:29.933,20651,1649.98,1649.98,1649.85,1649.9,103342.04984400001,13715.293400000102,13715.293400000102
2023-09-01,02:16:13.493,20748,1649.9,1650.12,1649.9,1649.9,101683.01350100001,13776.921600000107,13776.921600000107
2023-09-01,02:18:13.773,20945,1649.9,1649.9,1649.89,1649.9,119080.88476999998,13849.096400000104,13849.096400000104
2023-09-01,02:18:45.735,21000,1649.9,1650.0,1649.9,1650.0,105671.27129,13913.141000000107,13913.141000000107
2023-09-01,02:19:09.920,21119,1650.0,1650.41,1649.99,1650.0,101920.60072199999,13974.9056000001,13974.9056000001
2023-09-01,02:20:22.744,21263,1650.0,1650.71,1650.0,1650.7,100521.06572699998,14035.814000000111,14035.814000000111
2023-09-01,02:20:42.817,21292,1650.7,1650.7,1650.62,1650.62,101470.36062600002,14097.285300000116,14097.285300000116
2023-09-01,02:23:17.976,21589,1650.62,1651.19,1650.62,1651.19,102799.74022699989,14159.549600000133,14159.549600000133
2023-09-01,02:24:00.256,21687,1651.19,1651.48,1651.19,1651.28,100862.51433200002,14220.627500000137,14220.627500000137
2023-09-01,02:24:46.451,21751,1651.24,1651.24,1650.84,1650.84,105939.60406,14284.794300000132,14284.794300000132
